0,title,view,follows,likes,collects,senti_result,punc_result,num_of_numbers,is_question,total_char,num_phrase
103,跟一有钱人学的方便面新吃法，贫穷限制了我的想象，真的太好吃了,2164000,8561,12000,2419,3,0,0,0,30,
104,试吃多款日本零食，最后竟然被日本的泡面征服了！！,2156000,3084000,70000,9291,2,2,0,0,24,
105,Up主做正新鸡排，在家20元做一盆！！！以后不点外卖了,2136000,538000,94000,93000,0,3,1,0,27,['20元']
106,上海炸串阿姨：谁敢涨价我就不干了！赚个屁钱！！【深夜加餐饭06】,2125000,2157000,94000,24000,0,5,1,0,32,['06】']
107,一个人去德国餐厅吃大猪肘 飚德语 服务员一脸懵,2108000,1850000,73000,13000,0,0,0,0,23,
108,袁隆平90大寿，蛋糕上一把水稻,2091000,5836000,278000,30000,0,0,1,0,15,['90大寿']
109,你有没有睡不着偷吃零食的经历？大型零食开箱！让你在家吃个够！,2082000,5009000,45000,5139,1,3,0,1,30,
110,日本的肯德基都卖啥？中国男子一口气买了所有产品后说…...读评论,2081000,2709000,72000,8852,0,1,0,1,32,
111,100块钱做四斤羊排香辣虾，羊排配大虾，大sao和老婆吃的都受不了,2033000,2789000,65000,5204,0,0,1,0,33,['100块钱']
112,两斤小酥肉一锅饭，媳妇给大sao做好吃的，高温天吃汤泡饭，真过瘾,1997000,2789000,44000,3507,2,0,0,0,32,
113,大sao带小肥羊干活，中午一顿好吃的，手撕面配虎皮鸡爪，真过瘾,1973000,2789000,52000,2946,2,0,0,0,31,
114,4斤鱿鱼一锅菜，大sao今天做干锅鱿鱼，和老婆一锅不够吃，真过瘾,1973000,2789000,45000,3858,2,0,1,0,32,['4斤']
115,大sao吃碳火烤肉，345元点一桌肉，一家人围着碳炉吃串，真过瘾,1968000,2789000,64000,4008,1,0,1,0,32,['345元点']
116,试吃不同品种的法国生蚝，千万不要被它的外表所欺骗！,1959000,3084000,100000,8984,2,1,0,0,25,
117,两斤卤水鸡杂吃一斤火鸡面，大蒜配火鸡面，大sao这顿饭失蒜了,1939000,2789000,63000,4114,0,0,0,0,30,
118,战斗民族吃什么泡菜？竟然泡西瓜，泡鲱鱼，泡大蒜！,1915000,3845000,92000,6237,2,2,0,1,24,
119,排队两小时，等了45桌，大sao在全聚德吃北京烤鸭，花380元吃过瘾,1914000,2789000,58000,3852,1,0,2,0,34,"['45桌大', '380元']"
120,把海底捞所有东西点一遍要花多少钱？小伙准备吃土了,1901000,1499000,72000,7069,2,1,0,1,24,
121,撸串地锅鸡，大sao一家人下馆子，老板直接送两头蒜，太意外了,1900000,2789000,51000,3136,2,0,0,0,30,
122,试喝七款日本汽水，冰镇后对瓶吹有种回到童年的感觉！,1900000,3084000,86000,7316,1,1,0,0,25,
123,四袋榨菜吃八个茶叶蛋，大sao过瘾了，整一盆泡面，榨菜汤都喝干,1892000,2789000,62000,3945,1,0,0,0,31,
124,把德克士的汉堡和炸鸡全部买下，都有什么？没想到这么多钱！,1850000,218000,113000,7933,1,2,0,1,28,
125,小伙点炸鸡要求鸡肉不要骨头，老板立刻打电话来了！,1845000,435000,16000,1843,2,1,0,0,24,
126,大sao做红烧牛肉面，三袋榨菜配一斤牛肉，楼顶吸面吃蒜，真舒服,1843000,2789000,53000,3427,1,0,0,0,31,
127,川味红油鸡加大蒜太开胃了，四只鸡腿不够吃，配煎饺大sao吃过瘾,1831000,2789000,52000,8901,3,0,0,0,31,
128,把肯德基的汉堡和炸鸡全部买下，都有什么？这价格吓一跳！,1828000,218000,166000,10000,1,2,0,1,27,
129,大sao父子吃宵夜，叫花鸡配担担面，厚着脸皮要大蒜，有蒜有肉真过瘾,1800000,2789000,44000,2461,1,0,0,0,33,
130,大sao参加邮轮活动，四个小时吃了三家自助餐，让船长破费了,1786000,2789000,54000,3252,1,0,0,0,29,
131,小伙怒买100元烤冷面 这个场面你一定没见过,1777000,184000,43000,6023,0,0,1,0,22,['100元']
132,有生之年一定要吃一次的猪油渣拌饭！超酥超香 就是会胖10斤,1775000,1850000,50000,9614,0,1,1,0,29,['10斤']
133,请“死神之子”吃“毒”蘑菇见手青，配上82年的拉菲，吃完真的看到小人跳舞,1761000,994000,87000,13000,1,0,1,0,36,['82年']
134,100块钱吃垮一条街！2斤炒鸡40串涮肚，最后汤汁拌面，带劲！【深夜加餐饭01】,1761000,2157000,61000,13000,0,4,4,0,40,"['100块钱', '2斤', '40串涮肚', '01】']"
135,还原快手死亡吃播！100包辣椒油配一整条的粉耗子吃完立即爽歪歪！,1756000,455000,58000,4931,1,2,1,0,32,['100包']
136,烧鸡板鸭猪头肉，老爸考试失利，大sao买一桌荤菜配啤酒，喝高了,1743000,2789000,45000,2330,1,0,0,0,31,
137,试吃价格相差16倍的橙子，最贵的竟然没有橙子味儿？,1741000,3084000,57000,4832,3,1,1,1,25,['16倍']
138,楼顶厨房可以用了，大sao做一盆烧肉来开锅，大肉盖饭吃的真过瘾,1731000,2789000,49000,3819,1,0,0,0,31,
139,试吃100块的烤芝士砖 竟然翻了车！,1717000,1159000,64000,9900,1,1,1,0,18,['100块']
140,震撼！430万人吃过这碗面，20年全亚洲最大露天面馆！【深夜加餐饭03】,1690000,2157000,54000,9598,2,4,3,0,36,"['430万人', '20年全', '03】']"
141,一斤辣椒半斤猪油，大sao做二荆条猪油拌饭，吃个饭像洗澡，过瘾,1689000,2789000,53000,3380,1,0,0,0,31,
142,158元在机场吃康师傅牛肉面套餐，配上朋友接机送的大蒜，真过瘾,1678000,2789000,47000,2549,1,0,1,0,31,['158元']
143,去汉堡王吃大蒜，大sao一家人吃汉堡六层不够吃，汉堡配蒜，过瘾,1677000,2789000,47000,2302,2,0,0,0,31,
144,老妈打包三斤酱肘子，大sao一盆蒜汁拌面配着吃，大肉配蒜，过瘾,1675000,2789000,48000,3314,1,0,0,0,31,
145,三斤东坡肘子，一盆格拉条，有肉有面，大sao这次大蒜吃过瘾了,1660000,2789000,40000,3191,1,0,0,0,30,
146,50块杨国福麻辣烫vs50块张亮麻辣烫！张亮竟是杨国福的外甥！,1656000,1154000,36000,2790,0,2,1,0,31,['50块']
147,大密 | 挑战12000辣度火鸡面！这次，我败了 | 啷个嫩个,1642000,2064000,45000,3602,2,3,1,0,31,['12000辣度']
148,四斤烤串一盆菜，大sao晚饭做烧烤，羊肉配五花吃到饱，真过瘾,1639000,2789000,46000,2695,1,0,0,0,30,
149,顶级变胖套餐只要79！芝士不限量自助吃到爽！,1637000,1154000,110000,14000,1,2,1,0,22,['79！']
150,大sao吃火车餐，点20元早餐，还自带海底捞火锅，列车员要撵人了,1631000,2789000,45000,2059,0,0,1,0,32,['20元']
151,《人生一串》竟然开店了！全网试吃第一人！爆浆猪眼 猪鼻筋 饼卷羊腰我来了！,1627000,2157000,48000,7506,1,3,0,0,37,
152,在新疆呆20年！竟然第一次吃切糕 ，也是慌的一批！  【张喜喜】,1622000,824000,47000,6602,1,4,1,0,32,['20年']
153,东北老板吃饭不收钱，还倒贴？这才是真正的烧烤圣地！【深夜加餐饭02】,1621000,2157000,59000,13000,1,4,1,1,34,['02】']
154,【Hongyu】 辣金针菇+五花肉,1615000,267000,9487,10000,0,2,0,0,17,
155,3斤打卤面，1斤脆皮烤肉，备一碗大蒜，大sao这顿被儿子馋到了,1612000,2789000,45000,3247,0,0,2,0,31,"['3斤', '1斤']"
156,一米长重14斤的巨无霸香肠，小伙想吃完它却欲哭无泪,1610000,1498000,62000,4674,1,0,1,0,25,['14斤']
157,男子在日本留学为省钱竟吃这些东西？看完这个视频的人都哭了,1609000,2709000,55000,8075,1,1,0,1,28,
158,在家里自制火山石烤肠！超香流油爆汁烤肠！来来来 走过路过千万不要错过！,1603000,1850000,56000,7878,2,3,0,0,35,
159,大sao下馆子吃红烧牛肉面，进店直接把蒜全部端走，老板都懵了,1596000,2789000,46000,2252,0,0,0,0,30,
160,阿芋带你做只需要五种原料的美味抹茶提拉米苏,1594000,3453000,118000,46000,1,0,0,0,21,
161,一只炸鸡一盆麻辣烫，大sao在宾馆吃饭，外卖都备注两头蒜，过瘾,1585000,2789000,37000,2183,1,0,0,0,31,
162,大sao吃49元自助火锅，免费供大蒜，服务员一次端一碗，真过瘾,1583000,2789000,43000,2278,3,0,1,0,31,['49元']
163,一斤猪肉能注入多少水？原来对人体危害这么大！,1578000,243000,110000,6483,1,2,0,1,22,
164,【黄桃】挂一盏观花月影灯，正配这一整桌的黄桃小食,1578000,3626000,85000,9001,0,2,0,0,24,
165,岳母送一筐生菜，大sao做尖椒烤肉卷着吃，生菜卷肉配蒜，真过瘾,1568000,2789000,42000,2912,1,0,0,0,31,
166,血旺肥肠，大sao做的最满意的一次川菜，一盆米饭配着，真滋润,1568000,2789000,58000,9885,1,0,0,0,30,
167,【番茄酱】抢在番茄掉果之前，全收回来弄点好吃的——红宝石番茄酱,1563000,3626000,69000,7254,1,2,0,0,31,
168,大盆水煮牛肉配鸡凤骨，大sao一家人加餐，用手直接抓着吃，过瘾,1556000,2789000,44000,2890,1,0,0,0,31,
169,冷面配蟹黄包，大sao去上海下馆子，看到免费加面，自己都懵了,1551000,2789000,45000,2173,1,0,0,0,30,
170,我竟然做出了千与千寻爸爸吃的食物！,1550000,829000,79000,19000,1,1,0,0,17,
171,阿芋带你做一碗治愈心灵的极美鸡汤！,1546000,3453000,155000,42000,0,1,0,0,17,
172,农夫山泉炖180天的老母鸡，大sao这顿花冒了，一碗面三碗饭，过瘾,1541000,2789000,49000,2574,1,0,1,0,33,['180天']
173,重庆火锅料做5斤香辣螺蛳，老爸直呼受不了，大sao一口一个，过瘾,1538000,2789000,36000,2048,1,0,1,0,32,['5斤']
174,宵夜三碗酸辣粉，大sao不够吃，第四碗老板直接上大份，邻座看呆了,1538000,2789000,46000,2735,1,0,0,0,32,
175,两斤烧肥肠配手撕烤鸭，大sao找老爸喝酒，备了两瓶，自己过瘾了,1535000,2789000,44000,2246,1,0,0,0,31,
176,一盆红油腐竹一盆饭，大sao这顿吃网友送的食材，这辣度真过瘾,1529000,2789000,46000,2724,1,0,0,0,30,
177,试吃爆浆蜜桃雪媚娘 冰凉软糯赶走夏天~,1526000,1159000,88000,47000,1,1,0,0,19,
178,花了2000块和敬汉卿吃全城最贵日料！薄薄一片牛肉卖两百块！,1525000,1154000,43000,4148,1,2,1,0,30,['2000块']
179,一锅蛋汤，一锅饭，媳妇要做一顿好吃的，大sao三碗米饭吃的崩溃,1523000,2789000,45000,2642,2,0,0,0,31,
180,网友寄25斤二荆条辣椒，大sao要做全椒宴，才一口就上脸了，过瘾,1521000,2789000,45000,2275,1,0,1,0,32,['25斤']
181,这是我看过的最好笑的吃播，1分15秒高能！这谁看了还能睡着？真的不是搞笑主播吗？快乐源泉~,1512000,145000,43000,60000,3,4,2,1,45,"['1分', '15秒']"
182,一家人撕羊排，大sao一次做四斤碳烤羊排，人手一根撕着吃，过瘾,1507000,2789000,46000,2695,1,0,0,0,31,
183,五星级酒店自助餐，大sao第一次吃，中餐配西餐吃到撑，真过瘾,1506000,2789000,39000,2086,1,0,0,0,30,
184,厨师长教你：“鸡蛋炒米粉”的家常做法，满满的小技巧，先收藏了,1494000,3365000,38000,23000,1,0,0,0,30,
185,Food Vlog 04. 好奇妙的印度料理……,1489000,3453000,77000,11000,1,0,0,0,24,
186,4包螺蛳粉，2斤肥肠，大sao挑战大肠刺身，这味道比螺蛳粉还过瘾,1483000,2789000,36000,1950,2,0,2,0,32,"['4包', '2斤']"
187,一包榨菜三碗米饭，家里陈米要生虫，大sao弄两斤虎皮鸡爪收个底,1482000,2789000,44000,2641,0,0,0,0,31,
188,纯黑家今天的晚饭,1477000,2787000,63000,18000,0,0,0,0,8,
189,厨师长教你：“盘龙茄子”的创新做法，卖相好看味道赞，先收藏了,1475000,3365000,58000,10000,1,0,0,0,30,
190,大sao和朋友聚餐，超辣红汤锅涮毛肚辣牛肉，各个满头大汗，过瘾,1462000,2789000,47000,2298,1,0,0,0,31,
191,日剧里让人流口水的美食到底好不好吃?中国男子在日本试吃完后竟说....孤独的美食家圣地巡礼,1461000,2709000,73000,9343,1,1,0,1,45,
192,大sao请岳父吃鹅块火锅，自带5斤大蒜加一箱啤酒，岳父的酒量厉害,1457000,2789000,41000,2317,0,0,1,0,32,['5斤']
193,又到了瓜果蔬菜怎么吃都吃不完的季节，脑壳疼呐,1455000,3627000,60000,5289,0,0,0,1,22,
194,大sao讨好小肥羊，4斤可乐鸡翅换1瓶牛奶，父子俩这吃相，真过瘾,1450000,2789000,40000,3481,2,0,2,0,32,"['4斤', '1瓶']"
195,丈母娘请吃饺子，大sao就差买头猪了，猪蹄猪耳猪头肉，好过瘾,1448000,2789000,49000,2912,1,0,0,0,30,
196,五斤排骨炖一锅，大sao给小肥羊加餐，大蒜配肉一锅不够吃，过瘾,1448000,2789000,47000,3148,2,0,0,0,31,
197,大sao带媳妇过二人世界，中午卷馍配凉皮，当地特色小吃，吃过瘾,1447000,2789000,65000,4049,1,0,0,0,31,
198,五斤公鸡烧一盘，上海回来和老爸吃一顿好的，老爸白酒都喝干了,1446000,2789000,70000,6687,0,0,0,0,29,
199,大sao下馆子，四星酒店吃铁板鱿鱼，18元的米饭不够吃，真过瘾,1445000,2789000,39000,2425,2,0,1,0,31,['18元']
200,厨师长教你：“咕咾肉”的家常做法，酸甜可口味道很赞，先收藏了,1445000,3365000,32000,14000,1,0,0,0,30,
201,一斤辣椒拌一锅葱油面，岳母送的二荆条超辣，大sao配大蒜吃懵了,1442000,2789000,42000,2642,0,0,0,0,31,
202,一盆肥羊一锅饭，大sao做了金汤肥羊盖饭，三个人吃一锅，真过瘾,1440000,2789000,42000,3394,1,0,0,0,31,
