0,title,view,follows,likes,collects,senti_result,punc_result,num_of_numbers,is_question,total_char,num_phrase
917,"粤菜师傅分享“蜜汁烤排骨”制作教程,简单易学创业不用愁",403000,804000,12000,7282,0,0,0,0,27,
918,河南大哥家中卖捞面，50个鸡蛋打卤，8块钱一大碗一个壮汉能吃撑,402000,20000,4963,905,0,0,2,0,31,"['50个', '8块钱']"
919,大娘卖陕西小吃32年，五块一碗，赶上上会，一天能卖两千多块钱,402000,19000,1954,365,0,0,1,0,30,['32年']
920,【Yammoo】 超大份的辛拉面,402000,267000,2133,1328,0,2,0,0,16,
921,东北最豪放的菜，一盆排骨连汤倒进100多斤大铁锅，98元一锅4人吃不了！,402000,46000,4985,982,0,1,3,0,36,"['100多斤', '98元', '4人']"
922,吃吃吃！游客在长沙吃什么？老土著又在吃什么？【长沙美食图鉴】预告片,401000,2009000,13000,1769,0,5,0,1,33,
923,把日本的所有清酒混合在一起会更好喝吗？,401000,1501000,17000,1907,0,1,0,1,19,
924,强迫症必看！！网购向日葵，只为享受把瓜子拨下来那一刻？？！！,401000,590000,22000,1600,1,6,0,1,30,
925,大sao早期作品，全程高能,400000,158,3517,927,0,0,0,0,13,
926,买遍711便利店里的快餐盒饭，8菜2饭64元，竟然还不够两个人吃？,400000,271000,12000,563,2,1,4,1,33,"['711便利店', '8菜', '2饭', '64元']"
927,老板!!麻辣烫多加油条！！吃播【小陆的陆吃】,399000,397000,6943,817,0,6,0,0,22,
928,麻酱宽粉煎饼果子吃播【小陆的陆吃】,399000,397000,6472,1255,0,2,0,0,17,
929,试吃268块钱一条的鳄鱼腿，卖家推荐炖汤喝，我不按套路出牌,399000,1273000,12000,513,1,0,1,0,29,['268块钱']
930,史上最肥蜜汁五花肉，但猪皮香脆可口，酱汁味道太棒了...,399000,519000,27000,8103,1,0,0,0,28,
931,很多朋友问拍完视频食物还要不要，现在就来揭晓拍摄完成后的花絮,398000,804000,6960,526,3,0,0,0,30,
932,大密 | 清晨5点的北京早点图鉴 | 早起vlog,398000,2064000,19000,1386,1,2,1,0,25,['5点']
933,弟弟妹妹说看我视频会流口水，烤几十根火山石烤肠让他们吃个够,398000,1273000,14000,747,0,0,0,0,29,
934,大厨把一个南瓜变成精致龙头的全过程，呼吁大家重视传统果蔬雕刻,397000,804000,40000,6087,2,0,0,0,30,
935,大密 | 手撕爆汁烧鸡！啤酒无限续杯 | 广州宵夜Vlog,397000,2064000,18000,1289,1,3,0,0,29,
936,自己种的豆角，摘几根炒豆角肉末，可口下饭,397000,55000,14000,1997,1,0,0,0,20,
937,去海底捞蹭饭是怎样的体验？有人蹭了三天三夜！,396000,42000,4769,644,1,2,0,1,22,
938,在家自制乳酸菌饮料刨冰只需两步！味道有啥不一样？,396000,1492000,21000,1984,0,2,0,1,24,
939,清道夫的天敌来了？他说要拿来做菜，我看了真不下口啊,396000,117000,7147,665,2,1,0,1,25,
940,肯德基新品正对老头胃口，希望老板看到尽快打款！,396000,621000,19000,1169,1,1,0,0,23,
941,【快手吃播】最香最新的喝肉合集大口吃肉了解一下 色香味俱全的吃播搬运4,395000,18000,2020,1471,1,2,1,0,35,
942,自制新晋夜市爆火小吃雪棉豆沙，听说是清朝的宫廷御宴名菜之一！！,394000,590000,23000,1508,0,2,0,0,31,
943,海底捞开到日本，竟然还有卖鹿肉！马小姐被厕所的一个小细节感动…『kei和marin』,394000,1253000,10000,1292,2,1,0,0,42,
944,夏天最馋这道菜，5元成本8分钟上桌，很多人都没有吃过，比肉还香,394000,50000,5714,17000,2,0,2,0,31,"['5元', '8分钟']"
945,【蒜香排骨】让排骨外酥里嫩，蒜味十足的秘诀竟是它,394000,1299000,21000,14000,0,2,0,0,24,
946,【快手吃播】全快手最下饭的吃播合集,393000,7965,1467,717,0,2,0,0,17,
947,【芝士和牛快乐饼】对于热量，你可能没有足够认识,393000,1299000,20000,6191,3,2,0,0,23,
948,把英国著名美食主持人赶走的上海小面馆【大肠面】体验报告【小达达】吃遍上海#S12E25#,393000,435000,2007,715,1,6,0,0,44,
949,【切蛋糕】令人愉悦的切Original Cake的大蛋糕,393000,144,3075,1949,1,2,0,0,28,
950,100元的奶茶长什么样？小伙买完就后悔了！,393000,219000,12000,828,0,2,1,1,21,['100元']
951,吃完这锅又辣又烫的螺蛳粉  我差点找不到 我这张“臭嘴”了 哈哈 看完求三连哦。谢谢,392000,498000,12000,1004,4,0,0,0,42,
952,燃烧吧！剁椒鱼头！！长沙美食图鉴05,392000,2009000,20000,3446,2,3,1,0,18,
953,把华莱士的汉堡炸鸡全部买下，几个人能吃完？没想到这么多钱！,391000,218000,15000,997,1,2,0,1,29,
954,500元羊肉盛宴！最正宗的中东烤肉！咬一口满嘴肉汁！【中东大宝荐EP8】,391000,672000,28000,6568,0,5,1,0,36,['500元']
955,网购100片臭豆腐，备注臭不死我就给差评！卖家直接打来电话！,391000,243000,13000,794,0,2,1,0,30,['100片']
956,同一份“张亮麻辣烫”饿了么和美团的价格差这么多，分量一样吗？,390000,19000,1872,191,0,1,0,1,30,
957,【山药视频】小伙把9只大鸭腿一起烤，刷上秘制酱料，再用烙馍卷着吃，看着都要流口水了,390000,1721000,15000,893,0,2,1,0,41,['9只大']
958,Hamzy小姐姐疾吃肥牛辣汤面 辣汤泡饭 五彩缤纷的胖马卡龙 越吃越带劲（已授权）,390000,32000,2028,1352,0,0,0,0,41,
959,拿家里最大的锅去买麻辣烫，装满需要多少钱？店员说我这是大锅饭,390000,127000,14000,531,1,1,0,1,30,
960,试吃108.9块钱一桶的满汉御品，都这个价位了，还那么不用心,390000,1273000,10000,448,0,0,1,0,30,['1089块钱']
961,【山药视频】6斤猪大肠，卤之，炸之，吃之，过瘾,389000,1721000,11000,646,1,2,1,0,23,['6斤']
962,我就是根【冰棒】，快被晒...化...le...,389000,2984000,29000,15000,0,2,0,0,24,
963,【小高姐】土豆面包 做汉堡的面包 免揉 一样柔软拉丝,389000,1074000,16000,15000,1,2,0,0,26,
964,吃完整个办公室有人笑了有人哭了 | 啷个嫩个,389000,2064000,11000,561,1,1,0,0,22,
965,118元的巧克力薯片！这么贵到底值不值？鲤鱼Ace的吃遍人生,389000,333000,8406,1678,0,2,1,1,30,['118元']
966,武侠片里的明火烤肉真能把肉烤熟吗？真的会好吃吗？,389000,243000,11000,746,1,2,0,1,24,
967,用100万辣度的印度魔鬼辣椒，加重辣5号煮火鸡面，被辣怕了,388000,6725,36000,5442,2,0,2,0,29,"['100万辣度', '5号']"
968,【曼食慢语】排队四小时都买不到的水果茶，在家五分钟就能喝到~,388000,1563000,30000,22000,0,3,0,0,30,
969,空前绝后的咸蛋黄番茄火鸡面来啦！（学会的三连叽叽叽叽）,388000,498000,16000,1371,1,1,0,0,27,
970,水馒头！夏日高温续命利器！【藕饼X饼渣】【哪吒之魔童降世】,385000,831000,30000,12000,0,6,0,0,29,
971,【海鲜拼盆】500多元买7种海鲜，拼一大木盆淋上火锅汤，别提有多美味了,385000,1721000,13000,756,1,2,2,0,35,"['500多元', '7种']"
972,新 【SIO】 脆皮炸芝士热狗棒+可乐,385000,267000,3919,4333,0,2,0,0,19,
973,【CHASOM】咀嚼音·巧克力冰淇淋食音,385000,16000,2985,3941,0,2,0,0,20,
974,西班牙大餐：大肉串+墨鱼汁饭+青口贝,385000,1851000,13000,1503,0,0,0,0,18,
975,别被肯德基骗了？差别这么大！9元自制超大香辣鸡腿汉堡，还原KFC宣传图中的样子！,384000,8337,13000,8863,1,3,1,1,40,['9元']
976,号称米其林团队的法餐，真的很普通,384000,171000,3355,827,0,0,0,0,16,
977,测评大祥哥时销7000瓶的气泡酒，到底好喝吗？,383000,2623,9181,496,0,1,1,1,23,['7000瓶']
978,小池又当一回土豪，超大青蟹都不卖钱，一次煮3只，隔壁家的小孩馋哭了,383000,298000,12000,626,0,0,1,0,33,['3只']
979,一期超美的视频口腔音,382000,17000,5035,16000,0,0,0,0,10,
980,【唐扬炸鸡】笠原流炸鸡大法，到底好不好吃~,382000,1299000,20000,9577,0,3,0,0,21,
981,【湖北驻京办】168一条鱼，丹江口翘嘴白！红薯面窝是湖北人的童年辣条？是不是记忆中的湖北味道？,382000,1216000,14000,1205,0,5,1,1,47,['168一条']
982,14元1只虾饺？在北京试吃港式茶餐厅！虾饺肠粉颜值超高，味道简直太一般,382000,1216000,18000,1547,2,2,2,1,35,"['14元', '1只']"
983,【So贵 E03】喜马拉雅玫瑰盐为何如此昂贵？【暂未成立字幕组 中英字幕】,381000,122000,1921,1460,1,5,0,1,37,
984,什么？这也算【口水鸡】？——如何用10块钱做(弊)出米其林料理。对了，这还是一个互动视频,381000,362000,13000,3844,0,4,1,1,44,['10块钱']
985,生日给自己做个肥牛蛋糕 吃货吃播美食软软,381000,903000,29000,7312,0,0,0,0,20,
986,【大祥哥直播】蓝鳍金枪鱼直播现场重铸版(带战歌、带字幕),381000,1354,8013,1518,0,2,0,0,28,
987,北方人永远不能理解的灵魂蘸料—蘸水辣,381000,475000,10000,1392,2,0,0,0,18,
988,炒一碗有灵魂的番茄炒蛋，从选番茄开始,380000,2009000,20000,12000,0,0,0,0,18,
989,一次尝试吃墨西哥美食！在餐厅和外国帅哥尬聊！,380000,1155000,27000,2010,0,2,0,0,22,
990,奇葩up为减肥吃香蕉花，只为吃完瘦成一道闪电？？！！,380000,590000,15000,1226,0,4,0,1,26,
991,芝士扔进油锅里竟能拉丝一米长还会爆浆？,380000,1160000,38000,12000,0,1,0,1,19,
992,你这么甜，是【蜜桃派】来的么？,379000,2984000,25000,8867,0,3,0,1,15,
993,照烧酱搭配生姜猪肉，再来一个温泉蛋简直完美~,378000,1299000,18000,9400,2,1,0,0,22,
994,当柠檬修炼成精，没人能抵抗它的魅力！,378000,417000,14000,12000,2,1,0,0,18,
995,黑暗料理你来定，花生酱鱿鱼脚大战老干妈草莓酱！,378000,1299000,16000,2149,1,1,0,0,23,
996,一人份晚餐的仪式感！超浓郁温泉蛋番茄肥牛拉面~,377000,712000,20000,15000,1,2,0,0,23,
997,100注彩票中奖了，买了衣服，还吃了豪华套餐，说不会中的打脸不,377000,195000,13000,699,2,0,1,0,31,['100注']
998,83块钱的烤肉自助，甩开腮帮子吃烤肉，这谁受得了,376000,352000,14000,1135,1,0,1,0,24,['83块钱']
999,小翔哥的黄油蟹,376000,92,784,169,0,0,0,0,7,
1000,吃播「七七爱吃甜」奶油班戟合集,376000,16000,751,806,0,0,0,0,15,
1001,七夕一个人在家吃100块钱的方便面！在才是真正的情人节！,376000,455000,15000,1604,1,2,1,0,28,['100块钱']
1002,饿了一天的情况下吃军用体力恢复剂，吃完精神抖擞？,375000,1273000,11000,648,0,1,0,1,24,
1003,九十年代的泡面你吃过吗？开箱八款怀旧泡面，现在的超市都买不到了,375000,1273000,12000,707,0,1,0,1,31,
1004,【山药视频】你绝对没吃过的黄土窖草鱼，打开荷叶的瞬间，鱼香扑鼻直吞口水,375000,1721000,13000,593,1,2,0,0,35,
1005,“钮祜禄·辣无能小强”今天作死试试爆辣米粉，还有拉丝炸鸡哦（求赞）,375000,498000,13000,692,2,0,0,0,33,
1006,【Hamzy】仿佛是个美妆博主的吃播放送！！！【20190624】,374000,27000,1585,1147,0,7,1,0,33,['20190624】']
1007,郑州小伙卖卤肉，6年老卤不放一滴水！想吃自己带饼来，8元肉爆满,374000,13000,2493,527,0,1,2,0,31,"['6年老', '8元肉']"
1008,开箱试吃向日葵葵花盘，原来葵花籽是这样长在向日葵上的,374000,1273000,7733,303,0,0,0,0,26,
1009,大密 | 周笔畅请我吃饭啦！偶像的饭就是香,373000,2064000,16000,1249,1,2,0,0,21,
1010,阿远买了桶扎啤，顺便烤了剩的羊肉、猪蹄鸡翅，四叔大伯吃爽了,373000,402000,7827,536,0,0,0,0,29,
1011,复刻孤独的美食家 厚切猪排 ！                    【新疆吃播•张喜喜】 隔壁小孩都馋哭,372000,824000,7019,814,1,3,0,0,53,
1012,史上最贵烤鸭脖，540元一个，和平常的周黑鸭究竟有啥区别？,372000,196000,16000,1805,1,1,1,1,29,['540元']
1013,为月瘦十斤自创欺骗减肥法，听说可以一边吃烧鸡一边减肥？？！！,372000,590000,22000,1523,1,4,0,1,30,
1014,自制懒羊羊同款青草蛋糕，听说懒羊羊都馋哭了？？！！,371000,590000,16000,1121,0,4,0,1,25,
1015,螺蛳粉！！人间精品好欢螺新品加臭加辣螺蛳粉！就是气气 吃播,371000,595000,7077,1220,0,3,0,0,29,
1016,【山药视频】山药用5斤猪肉做红烧狮子头，每个都有巴掌大，好吃不腻还解馋,371000,1721000,13000,800,2,2,1,0,35,['5斤']
1017,10元也能吃的如此豪华？煎蛋猪油渣拌饭，炼猪油原来如此简单~,371000,712000,17000,9649,1,2,1,1,30,['10元']
1018,山东特色的甏肉馆，五花肉7元1块，却吃出了东北菜的4大精髓,371000,352000,11000,1757,1,0,3,0,29,"['7元', '1块', '4大']"
1019,这是什么魔鬼面！日本最辣拉面没有之一，日本妹子直接被辣哭，中国小伙吃完后说出了....『kei和marin』,369000,1253000,13000,1456,2,1,0,0,54,
1020,B站首个原创烟熏整块牛前胸【教你如何做真正的肉夹馍】,369000,734000,28000,6977,1,2,0,1,26,
1021,澳洲小哥和日本小哥在上海逛吃一天，会吃什么好吃的？,369000,212000,28000,4094,1,1,0,1,25,
1022,[imjigeum]阿姨做的紫菜包饭,368000,52000,3771,7855,0,0,0,0,18,
1023,ssoyoung【中文字幕】泡菜炖五花肉~素英姐姐不怕胖吗~嘤嘤嘤,368000,55000,1928,2209,3,4,0,1,33,
1024,【LINH】玲玲姐吃吃果冻吃吃软糖 纯咀嚼音,367000,52000,2929,3722,0,2,0,0,22,
1025,【酸辣凉皮x酸梅汤】今夏份的救我狗命套餐，已上线！,367000,2984000,17000,7621,0,3,0,0,25,
1026,【Ddeonggae吃播】30公分超大块蜂巢蜜 190710,366000,182000,2137,2842,1,2,2,0,30,['30公分']
1027,某小伙自己，自己穿串串，吃的可真香啊，那不就是我吗？,366000,498000,19000,1476,1,1,0,1,26,
1028,完爆正新！爆汁酸奶炸鸡排！嫩到不可思议！,366000,198000,14000,10000,1,3,0,0,20,
1029,大密 | 当隔夜饭遇上冰冻鸡蛋！ | 大碗炒饭vlog,365000,2064000,14000,691,1,3,0,0,27,
1030,【Ssoyong】世界上最好听的声音 烤 牛 小 肠 的滋滋声╮(╯▽╰)╭,365000,4349,907,1521,1,2,0,0,38,
1031,【河南驻京办】一顿饭18000？武则天爱吃的萝卜一盘78，比燕窝还好吃？,365000,1216000,9157,818,1,4,2,1,36,"['18000？', '78比']"
1032,我在泡面小食堂吃了一碗100元的泡面，所有料全加一遍是什么味道？,365000,47000,5862,620,0,1,1,1,32,['100元']
1033,【减压系列】 饮品制作系列 y.na_ | 早上好,365000,189000,13000,18000,0,3,0,0,25,
1034,金洋兄弟：烤点猪肉尝一下，刚好我哥抓了点鱼，帮他也烤一下,364000,173000,15000,648,0,0,0,0,28,
1035,【山药视频】小伙在河边炖了一锅老鸭汤，肉吃完了才发现，喝汤比吃肉还爽,364000,1721000,13000,730,0,2,0,0,34,
1036,成都网红“苍蝇馆子”吃麻辣兔头。一吃就上瘾！,364000,1492000,16000,1052,1,1,0,0,22,
1037,传说北京最好吃的臭鳜鱼？又臭又香太过瘾！舌尖的导演吃了都说好……,364000,1216000,15000,1565,3,2,0,1,32,
1038,真·普通家庭  受大祥哥毒害，也买来吃吉拉朵生蚝,364000,355,5864,678,1,0,0,0,24,
1039,用湘菜大厨的口味虾秘方，做一份创意长沙菜！,364000,2008000,19000,4108,0,1,0,0,21,
1040,【山药视频】山药和二牛约山巅，未料肚子饿，借只乌鸡做鸡汤，只因鸡你太美味,364000,1721000,11000,527,2,2,0,0,36,
1041,【BEAST MODE】 你们的芝士小哥又来了  吃芝士真费炸鸡  野兽模式  吃播,364000,54000,1608,1796,1,2,0,0,42,
1042,西瓜学会这样切，不脏手不啃皮，吃着方便，招待客人太有面子了,363000,121000,3206,2431,3,0,0,0,29,
1043,一次性吃掉 17颗 冰淇凌！14种口味！很爽很奈斯～【新疆吃播.张喜喜】哈根达斯,363000,824000,11000,2825,1,5,2,0,40,"['17颗', '14种']"
1044,阿远第一次做叫花鸡，找泥巴用了一上午，堂弟说这俩鸡腿我承包了,362000,402000,24000,2853,0,0,0,0,30,
1045,自己卤了一大锅大骨头棒子，凶残的啃的豪爽爽啊！（脏脏吃播预警，不嫌弃的三连击啊）,362000,498000,16000,1066,3,1,0,0,40,
1046,Up主做长沙臭豆腐，成本1毛一块，一口下去瞬间爆浆,362000,538000,23000,7985,0,0,1,0,25,['1毛']
1047,小伙挑战100%还原泡面包装图案，太解馋了，下回10包才够吃,362000,130000,10000,1320,2,0,1,0,30,['10包才']
1048,满减30减29的外卖什么样？商家：饶你精似个鬼儿，也要喝老娘的洗脚水,362000,365000,2725,224,1,1,2,1,34,"['30减', '29外卖']"
1049,清道夫的狂野做法，连壳带皮烤，网友：清道夫到底好不好吃啊？,361000,117000,11000,699,1,1,0,1,29,
1050,【粽子】最小的粽子能有多小？来迷你厨房了解下,361000,88000,16000,4911,0,3,0,1,22,
1051,一整只内蒙烤羊腿，生称4.8斤，一个人根本吃不了,361000,31000,12000,1799,0,0,1,0,24,['48斤']
1052,【野生冻物】据说学生党都痛恨这个 蓝天绿草地白叶子？切安全教育平台~,360000,608000,22000,4739,2,4,0,1,34,
1053,开箱试吃长相奇葩的琵琶虾，一口一百块钱，这肉也太少了吧,360000,1273000,9685,353,2,0,0,0,27,
1054,辣酱大龙虾鲍鱼带子肉骨头！咖喱鸡！！吃货吃播美食软软 大胖和软软,360000,903000,10000,1441,0,3,0,0,32,
1055,大夏天谁不爱这一口糯米滋！| cake.lab第110期,360000,615000,16000,10000,0,2,1,0,28,['110期']
1056,【腊肠酱】旋转无敌好吃超级下饭的万能酱！,359000,2984000,18000,6693,4,3,0,0,20,
1057,把哈根达斯的冰淇淋全部买下，都有什么？“那傻子又来了”,359000,42000,35000,2798,1,1,0,1,27,
1058,【白钟元的料理秘笈•中字】动手即会！能吃会做的白叔开课，填满你的心与胃~[更新至200103] @迹录Fount,358000,58000,4508,23000,1,5,1,0,56,['200103]']
1059,草鱼这样吃才有逼格，倒下汤汁那一瞬间，口水止不住的流,357000,1721000,13000,630,1,0,0,0,26,
1060,【猪油拌饭】8斤猪板油熬成猪油，还能这样吃，真香，太好吃了,357000,228000,5020,628,2,2,1,0,29,['8斤']
1061,吃王俊凯最爱的麻辣小龙虾和糖醋鱼！,356000,824000,14000,1054,0,1,0,0,17,
1062,【Sio】漂亮哥哥吃炸鸡｜芝士球(*≧ω≦),355000,7213,5613,4648,1,3,0,0,22,
1063,【切棉花糖卷】不听后悔的声音合集HANSE,355000,5799,7087,14000,0,2,0,0,21,
1064,喝芝士酱配炸鸡排骨汉堡 吃货吃播美食软软,355000,903000,11000,2142,0,0,0,0,20,
1065,印度50度高温实拍人气火爆的路边奶茶店，感觉店主杯子不够用啊没有洗就接着给下一个人喝,355000,756,1085,439,4,0,1,0,42,['50度']
1066,越南生猛系列——边垂钓边吃活鱼......,354000,104000,1151,1726,0,0,0,0,21,
1067,【铁板牛排灵魂炒饭】肉食者的完美料理，大满足~,354000,1299000,21000,7406,2,3,0,0,23,
1068,这是我吃过最坑的网红美食，25元一支香烤牛骨髓，真的让人很失望,354000,271000,3908,262,1,0,1,0,31,['25元']
1069,巨大巧克力砖 纵享丝滑醇厚浓郁,354000,198000,8156,11000,1,0,0,0,15,
1070,这些被包装耽误的零食，我错了！你们真的太好吃了！,354000,206000,9660,8561,1,2,0,0,24,
1071,工地小伙吃自助，52一人，吃了3小时，吃到一半老板叫结帐，尴尬,353000,195000,8710,521,2,0,2,0,31,"['52一人', '3小时']"
1072,阿远第一次做竹鼠吃，花了216块钱，炖的味儿好，儿子却不敢下筷子,353000,402000,6902,326,0,0,1,0,32,['216块钱']
1073,大密 | 是什么味道的西瓜让我吃到哽咽？ | 料理翻车现场,353000,2064000,21000,1823,2,3,0,1,29,
1074,肥牛宽粉    肥牛都让我煮稀碎了！煮太多了没吃完,352000,29000,3293,2160,1,1,0,0,25,
1075,【大胃mini的Vlog】“吃面不如吃鸭肠”,352000,921000,11000,689,1,2,0,0,22,
1076,Little cat 棒棒糖舔室＋亲吻,351000,11000,3577,15000,0,0,0,0,19,
1077,快手土味吃播:就没有，我不敢吃的！！,351000,1297,960,368,1,2,0,0,18,
1078,12元的梦龙巧克力雪糕和其他三款巧克力雪糕，到底有什么不同？,350000,3247,2046,539,0,1,1,1,30,['12元梦龙']
1079,大爷骑3轮卖早餐，1小时卖光3大桶！人均2元吃饱，顾客拿碗围着抢,350000,593000,7463,664,0,1,4,0,32,"['3轮卖', '1小时', '3轮卖', '2元']"
1080,开箱试吃荷兰军粮，300块钱让你喝个够，还有款汤是方便面调料？,350000,1273000,12000,678,0,1,1,1,31,['300块钱']
1081,开箱199元不用插电的冰淇淋机，妈妈再也不用担心头发被电炸？？！！,350000,590000,13000,820,1,4,1,1,33,['199元']
1082,【蒜味虾】大蒜和虾的真相（香），没有那么简单~,350000,1299000,19000,10000,1,3,0,0,23,
1083,复刻香港百年老店的和我的脸一样大的巨大苏芙蕾,349000,71000,5954,12000,1,0,0,0,22,
1084,好久没吃罐头了，开箱试吃四款梅林罐头，吃完涨知识了,349000,1273000,10000,606,0,0,0,0,25,
1085,夏天空调可乐火锅！完事儿！吃货吃播美食软软,349000,903000,6910,605,0,2,0,0,21,
1086,去县城，超市标价用美金，买了10年前不敢买的小吃，发展太快了,349000,195000,13000,1262,1,0,1,0,30,['10年前']
1087,【热量爆炸】重金把泡芙店全部买下，竟然疯狂踩雷？？？,348000,279000,11000,1782,3,5,0,1,26,
1088,【山药视频】烟熏鸭这样吃才叫爽，秘制2天1夜，撒上辣椒面那一刻，口水直流,348000,1721000,12000,618,0,2,2,0,36,"['2天', '1夜撒上']"
1089,伦敦街头美食--量大又实惠的汉堡  超多肉啊,348000,326,1141,976,1,2,0,0,22,
1090,【Dorothy吃播】中字--核辣火鸡酱拌饭,348000,69000,2824,1939,0,4,0,0,22,
1091,给个空盒就给续薯条，麦当劳大薯日，到底能给续几次？,348000,11000,2563,302,0,1,0,1,25,
1092,快手土味吃播:秒超级辣粉丝,348000,1297,863,467,1,0,0,0,13,
1093,老爷爷订阅破千庆功吃蛋糕，进来点个赞再走（2P有1080P画质）,348000,16000,34000,6337,0,0,0,0,32,
1094,方便面这么吃真过瘾，爷俩一次6袋炒着吃，感觉没吃够,347000,137000,7417,1090,1,0,1,0,25,['6袋']
1095,小陆在外地太想念这口卷凉皮了，加上麻辣烫太爽了！吃播小陆的陆吃【小陆的陆吃】,347000,397000,6304,793,0,3,0,0,38,
1096,自制比脸大的芝士热狗棒，传说中的热量炸弹吃一口胖三斤？？！！,346000,590000,15000,1156,0,4,0,1,30,
1097,自制肯德基同款千丝万缕虾，好吃到放出彩虹烟花？？！！,346000,590000,17000,1770,1,4,0,1,26,
1098,这是我看过最恐怖的厨艺教程视频！还挺有趣~有创意,346000,145000,9350,4856,2,2,0,0,24,
1099,这就是天津新开的夜市，30元一个网红椰子蛋，真的有点吃不起啊,346000,271000,2604,263,1,0,1,0,30,['30元']
1100,中华传统神仙甜点--三不粘,345000,40000,21000,9031,0,2,0,0,13,
1101,现场原声版：老五星啤酒炒冰淇淋，这才是夏天正确的打开方式！,345000,6489,1851,250,1,1,0,0,29,
1102,【大胃王木下】今天吃15人的量，足足有11975kcal鸡蛋年糕泡面和拌饭~w,345000,30000,1612,787,0,3,1,0,39,['15人量']
1103,做一次就成功破解的黄鳝啫啫煲！好吃到原地爆炸Ｏ(≧口≦)Ｏ,345000,2009000,17000,6793,3,1,0,0,29,
1104,这鱼长得实在太丑了，竟还被老头包了饺子，它太难了！,345000,621000,30000,2170,0,1,0,0,25,
1105,咀嚼音 | 全是白白的！梦龙巧克力脆皮雪糕 mini奥利奥 寿司卷 棉花糖 麻薯,345000,112000,9545,2822,0,2,0,0,40,
1106,水蜜桃吃播分享～水超多！超级甜！感觉置身于蜜桃的天国～,343000,141,1402,387,1,4,0,0,27,
1107,牛尾做的【罗宋汤】不止番茄汤汁浓郁，牛味更足！,343000,1299000,18000,8581,0,3,0,0,23,
1108,戏精老头吃完飞蟹又给拼回去了，假装自己吃了一只大闸蟹,342000,621000,25000,2816,1,0,0,0,26,
1109,开箱试吃带骨头的香肠，忽悠表弟表妹吃火山石也是没谁了,342000,1273000,12000,549,0,0,0,0,26,
1110,日销3000份“螺蛳粉”配方教程，汤底很关键，收藏起来,342000,804000,21000,17000,0,0,1,0,27,['3000份']
1111,农村人午饭，30个包子，一盆汤，一口一个，吃了两锅，总算吃饱了,342000,195000,4482,435,0,0,1,0,31,['30个']
1112,芝士就是力量 话很多小哥吃播100片切达奶酪配火鸡面 奶酪锅 热量爆表,342000,926,852,408,1,0,1,0,35,['100片切']
1113,原来你吃的金枪鱼都是low货！一口60块的金枪鱼，是这样的。#创作新秀奖##vlog#,341000,50000,3872,641,0,3,1,0,43,['60块']
1114,3块5的康师傅泡面对比35元的康师傅私房牛肉面，差别多大？,341000,15000,1580,273,1,1,3,1,29,"['3块', '5康师傅', '35元']"
1115,猪肉那么贵，买份自热烧烤版猪蹄尝尝，一只猪蹄完全不够吃哇,341000,1273000,12000,434,2,0,0,0,28,
1116,花了298块钱买的自动烧烤炉，不用碳又无油烟，吃烧烤就那么简单,341000,1273000,11000,462,1,0,1,0,31,['298块钱']
1117,试吃了一下让大小翔（祥）哥纷纷翻车的“黄油蟹”，结局真是出人意料!?,341000,267000,4838,398,0,2,0,1,34,
1118,【为食出发】七碗最豪丼饭来袭，大胃mini要吃就吃全国制霸！,340000,921000,7267,921,0,3,0,0,30,
1119,超Duang的椰奶千层布丁！手残5分钟搞定！绝不翻车～,340000,409000,35000,16000,2,3,1,0,27,['5分钟']
1120,【大胃mini的Vlog】5分钟！把厦门的美食小吃都给我交出来！,340000,921000,7025,815,0,4,1,0,32,['5分钟']
1121,2019年第四次“粉丝礼物”开箱（下）！！承蒙喜欢，感谢支持！！,340000,590000,15000,1203,2,4,1,0,32,['2019年']
1122,《猫和老鼠》同款奶酪蛋糕被我做出来了！,339000,206000,18000,15000,0,1,0,0,19,
1123,活章鱼在拌冷面！？酸甜辣的活章鱼拌冷面，一口下去就被迷上了,339000,42000,4999,987,0,2,0,1,29,
1124,自制黑暗千层鲜花饼，听说吃了清热解毒神清气爽？？！！,339000,590000,23000,1981,1,4,0,1,26,
1125,在星巴克点一杯最贵的咖啡，一份最贵的甜点，味道咋样？,339000,123000,4448,604,0,1,0,1,26,
1126,强迫症大爷花了一晚上做的彩虹饭，不服不行！,339000,621000,31000,3117,0,1,0,0,21,
1127,开箱试吃红焖全鸭罐头，我国的罐头还是挺nice的,339000,1273000,11000,609,0,0,0,0,24,
1128,【Eat with boki】 酱螃蟹酱油虾拌饭,339000,267000,2474,3334,0,2,0,0,24,
1129,吃爆500元一位日本顶级和牛自助，日本店员惊呆了！肥牛狂魔 吃货吃播美食软软 vlog,338000,903000,7645,1436,2,1,1,0,43,['500元']
1130,挑战烤全网最厚战斧牛排！,338000,43000,11000,1472,1,1,0,0,12,
1131,大密 | 请好好珍惜国内机场的美食吧 | 奥克兰机场vlog,337000,2064000,11000,1152,2,2,0,0,30,
1132,日本大胃王！萌梓VS还没人能吃完的料理！,337000,193,1467,551,0,2,0,0,20,
1133,安徽40厘米牛肉馍，大刀剁开够20个人吃！大哥直言10块钱的吃不了,337000,593000,6314,743,0,1,3,0,33,"['40厘米', '20个人', '10块钱']"
1134,韩国美女吃播文福姬小姐姐大口吃肉大猪蹄可乐爽喝荞麦面吃播Eat with Boki,337000,29000,3770,3636,1,0,0,0,41,
