0,title,view,follows,likes,collects,senti_result,punc_result,num_of_numbers,is_question,total_char,num_phrase
1342,保姆级科普——出cos怎么买美瞳？扒皮瞳代！,75000,80000,8926,8959,0,2,0,1,22,
1343,拜托了盒子！从101件国货单品里选出9件？！我该怎么选？？,75000,270000,3979,733,1,5,2,1,29,"['101件', '9件']"
1344,国货完美日记真实测评！意想不到阿西吧.....,75000,41000,1196,319,3,1,0,0,23,
1345,单眼皮橘子跳跳糖眼妆分享含教程,75000,57000,1784,1454,0,0,0,0,15,
1346,老网红DW粉底液超细致测评|14小时妆效到底怎么样？？,75000,22000,523,254,2,3,1,1,27,['14小时']
1347,发型视频|妻子的旅行张嘉倪同款发型教程,75000,8654,1296,3523,0,1,0,0,19,
1348,【血色专场】血感口红种草合集！鲜血牛血隔夜血！重口味女孩的狂欢！一起来做吸血鬼！,74000,232000,4180,2159,1,6,0,0,40,
1349,【吉阿星】百搭气质面试妆容／好感度100分／职场小白必看,74000,382000,4271,1539,0,2,1,0,28,['100分']
1350,【SamChak】明星同款玻璃感“抛光底妆”！ 拒绝浮粉、假面！,74000,322000,6451,3961,1,4,0,0,32,
1351,开学竟然来了一位混血妹妹/法式轻混血妆容&amp;超简易发型分享,74000,20000,1706,3716,3,1,0,0,32,
1352,【泰国美妆】干鸡姐挑战用10人民币的古早粉底液完成全脸妆容♡Gamgy channel,74000,344000,416,277,2,2,1,0,43,['10人民币']
1353,【草匠】从化妆白痴到美妆新手的辛酸历程！安利+避雷,74000,226000,5715,2734,2,3,0,0,25,
1354,【肉丝】这又是一个一月一度无聊且暴躁的口红试色合集，七夕快到了男女网友们懂我的意思吧,74000,113000,1960,762,3,2,0,0,42,
1355,来根冰冰凉凉的小冰棒 凉爽一夏天～,74000,27000,547,607,1,1,0,0,17,
1356,如何超简单拥有超治愈微笑？夏日超甜元气笑颜妆容 简单易上手新手也能化,74000,62000,2247,2642,4,1,0,1,34,
1357,郭冬临仿妆|郭子老师热辣上线了,74000,56000,3909,656,0,1,0,0,15,
1358,震惊！我竟然有800根口红？一个没有感情的数口红机器！女生买口红到底能花多少钱？,74000,196000,4590,2268,3,4,1,1,40,['800根']
1359,包教包会！专治颧骨外扩、脸颊凹陷、下颌骨突出的修容大法！,74000,2440,3550,6591,2,2,0,0,28,
1360,无美颜无滤镜 后置口红试色 | 完美日记小黑钻 206沙漠玫瑰 | 来看看这杯杏仁烤奶茶嘛,74000,5396,447,302,1,2,1,0,45,['206沙漠']
1361,【618必买榜】贫民窟女孩不踩雷？！超划算的必败单品！,74000,212000,1460,633,1,5,1,1,27,['618必买']
1362,夜间护肤是白天的8倍？！告别油光，闭口，粗糙，越睡越美还变白的护肤流程！,74000,212000,1758,1054,1,3,1,1,36,['8倍']
1363,|39盘眼影总结（上集）|2019最热门眼影拔草现场|泥萌点名的爆款都有,74000,11000,969,1584,0,3,2,0,36,"['39盘', '2019最']"
1364,【美希踹一踹】全网首发MAC霓虹子弹头,74000,13000,11000,8262,0,2,0,0,19,
1365,我爱的8支口红 每只都好美 好喜欢,74000,21000,1403,2739,2,0,1,0,17,['8支']
1366,【陆鹫贰黑】肖战魏无羡 仿妆不仿人,73000,192000,6768,2701,0,2,0,0,17,
1367,【十二花神——莲花】 眼妆,73000,26000,3442,2485,0,2,0,0,13,
1368,BaoziHana· 哪吒x敖丙 · 藕饼cos仿妆教程,73000,236000,8793,4139,0,0,0,0,28,
1369,GRWM 一起化妆 聊聊我的近况 感情 目标理想,73000,211000,2905,1157,1,0,0,0,24,
1370,【土豆】romand四只热门色号试色|无美颜无滤镜,73000,5143,1247,986,0,3,0,0,25,
1371,【九哥】强迫症福利 看完令人浑身舒爽的【眼线】教程合集335,73000,223000,1038,392,1,4,1,0,30,
1372,【双语】怎么用肥皂画出完美茂盛的眉毛 无敌定型,73000,15000,870,921,3,2,0,1,23,
1373,【May】晚间护肤流程|和我一起收拾行李去首尔！,73000,166000,1574,521,0,4,0,0,24,
1374,屈臣氏|watsons 年度获奖榜单|好物指南,73000,194000,3102,757,0,2,0,0,23,
1375,8小时不脱妆 | 分享我的夏日底妆步骤 | 高清相机疯狂怼脸,73000,242000,3976,1307,1,2,1,0,30,['8小时']
1376,素人改造50期—胯大腰细如何穿搭？看圆脸妹子的气质大改造！,73000,148000,2074,462,0,2,1,1,29,['50期']
1377,李佳琦-Everybody你们的散财童子来咯!天呐，这只口红美到我忍不住拍桌子~,73000,86,253,160,0,3,0,0,40,
1378,【爱普罗西】我爱你再见|断舍离第二篇之修容高光腮红,73000,211000,4878,1413,0,3,0,0,25,
1379,无广测评|| 冷门热门平价国货种草|| 超高性价比,73000,545000,3205,1569,1,4,0,0,25,
1380,【大陈】深蓝粉底液 不防水 不持妆 不推荐混油皮油皮 | 无磨皮滤镜超近镜头 | 夏季粉底液测评,73000,85000,738,87,2,4,0,0,48,
1381,学生党攒钱做第一次微针/1.5mm长针/全过程记录/画面过于真实/微针到底疼不疼？恢复期需要注意什么？持续记录和分享,73000,349,303,204,2,2,0,1,58,
1382,你们要的Mac301来啦!! 这支雾面感的蜜桃豆沙 真的这么好看吗?? 还是老话 上传变色的话就只能删掉. 我自己是受不了色差的 作为口红试色 绝对不能有色差,73000,49000,365,150,2,4,0,1,79,
1383,泫雅新画报灵感妆容 | 摩登复古红西装 显白红唇性感且A,73000,518000,4160,1430,1,1,0,0,28,
1384,三倍大眼的cut crease眼妆| 亚裔混血妆容 | 踩点视频,73000,11000,2065,3631,0,2,0,0,32,
1385,本末测评：卸妆油测评！唐妆和艺伎妆有什么区别？,73000,691000,3330,463,0,2,0,1,23,
1386,百万开箱第一期,73000,280000,2170,378,0,0,0,0,7,
1387,【九哥】 国外网红化妆合集105 看得超过瘾的化妆全过程,73000,223000,1096,328,1,2,1,0,28,['105看']
1388,【DW打全部】第二弹，雅诗兰黛DW VS mac定制无暇 |无磨皮滤镜超近镜头|夏季粉底液测评 double wear,72000,85000,1084,363,0,4,0,0,59,
1389,做鬼也得可爱 灶门弥豆子COS妆‖鬼灭之刃COS,72000,7971,1843,1337,1,0,0,0,24,
1390,复古90s港风妆|超自然超简单，新手也能分分钟化身港风女孩,72000,114000,1191,2392,3,1,0,0,29,
1391,"血橙,红棕还是铁锈？Rituel de Fille三支口红试色分享",72000,5669,2911,3545,0,1,0,1,33,
1392,【内双单眼皮】眼妆错误大合集｜满满干货拯救手残党｜新手必看的眼妆视频｜手把手教会干净眼妆,72000,37000,3289,6188,2,2,0,0,44,
1393,1000化妆箱 到底有什么？4000＋的学费，送了1000＋的化妆箱，里面到底值1000元么？都是影楼化妆师爱用的产品么？,72000,5013,505,169,0,3,4,1,61,"['1000化妆箱', '4000＋', '1000化妆箱', '1000化妆箱']"
1394,带你领略快手妆容神奇手法，磨骨级修容、10倍大眼、美到令人窒息～,72000,22000,2248,424,1,1,1,0,32,['10倍']
1395,【卡卡会发给】近期头宠 超强底妆——棒——极了,72000,313000,3842,450,0,2,0,0,23,
1396,GRWM 一起来化个斩男约会妆 我的detox日记 长胖了2kg? | Renasteps,72000,261000,1495,431,0,2,0,1,45,
1397,【小敏警】法式洛丽塔妆教|清纯又充满诱惑,72000,186000,2241,2334,1,3,0,0,20,
1398,70000元！All IN兰蔻全线产品！In哥帮你种草排雷！彩妆护肤全线测评！,72000,92000,4492,1074,0,4,1,0,39,['70000元']
1399,【博妞】有手就能学会的7种夏日发型  修饰脸型掩盖秃头发际线 一周场合随意切,72000,339000,4390,4897,2,2,1,0,38,['7种']
1400,宿醉星泪 | 蓝紫色视觉系烟熏妆 | 夏日音乐节必备,72000,260000,5104,2366,0,2,0,0,26,
1401,一个有五年化妆经验的女生，拿走她的镜子难道就真的化不出一个妆了吗？,72000,257000,2045,241,2,1,0,1,33,
1402,&quot;YES&quot; or &quot;NO&quot; |近期入手产品分享 |附送雷品吐槽单元,72000,225000,2580,653,0,6,0,0,53,
1403,【大盒】我的伤心往事 关于自卑、长相、自杀欲望 全是废话,72000,219000,4404,1186,5,2,0,0,28,
1404,【吉阿星】保姆级教你万能百搭清纯妆，暑期约会毕业季点进来！,72000,382000,4208,1592,1,3,0,0,29,
1405,【默小宝】7支新购入口红试色！ARMANI、NARS、植村秀...,72000,384000,2080,568,0,3,1,0,33,['7支新']
1406,【露露黄了】这可能是你看过最长的618清单视频！这个大促最值得买的护肤品都在这里了！,72000,248000,3527,1165,1,4,1,0,42,['618清单']
1407,【Q&amp;A】用烟酰胺长毛？白天不能用vc？10个进阶版护肤问题，解除误区，get好皮肤～,72000,91000,4346,5094,3,6,1,1,47,['10个']
1408,【Anna阿姨】换了新相机！平价好用的护肤品 | 超高性价比 10刀眼霜；20刀精华；2刀面膜；超级好用的大碗防晒......,72000,180000,2822,630,2,4,3,0,63,"['10刀', '20刀', '2刀']"
1409,一定要看！干货！为什么你的黑眼圈越遮越灰，将黑眼圈完美遮盖的方法 女人我最大190624,72000,186000,762,3111,2,2,1,1,44,
1410,【中字】毒舌美妆新秀Tommy底迪最新金句合集,72000,111000,2443,2294,0,2,0,0,23,
1411,18款热门防晒霜合集2019|要卸妆吗？我们只选最清爽的！,72000,342000,2832,1715,0,3,2,1,29,"['18款', '2019|']"
1412,【听我的！买！】超高性价比！开学季囤货指南！【小晗仙】我觉得好用，这件事不用讨论了，一个人说了算！,72000,219000,5429,1829,1,9,0,0,49,
1413,[Vogue]中字熟肉：来看科勒卡戴珊带着女儿一边化妆一边唠卡戴珊家族的故事吧！,72000,693,576,713,1,1,0,0,40,
1414,【憋笑化妆挑战】反手化哪吒！！赌上我美妆up主的尊严！,72000,280000,7829,1280,2,5,0,0,27,
1415,【大鱼】完美日记反重力唇釉出新色啦！雾蒙蒙巧克力奶棕,72000,14000,1034,905,1,3,0,0,26,
1416,【小兔】来抄618购物车的作业了！是薅羊毛的狂欢,72000,409000,5017,2429,1,3,1,0,24,['618购物车']
1417,肿眼泡内双必看的双眼皮贴教程||八款双眼皮贴上眼实战教学,72000,17000,2504,5059,0,2,0,0,28,
1418,前任突然回头，原来是借钱！教你鉴别3种渣男渣女！,72000,604000,2636,356,1,2,1,0,24,['3种渣']
1419,【短发汉服发型教程】约会表白撩汉(mei)必备七夕斩男(mei)头,71000,314000,4162,3087,0,2,0,0,33,
1420,一眼就沦陷的小辣椒 水润口红,71000,27000,605,864,0,0,0,0,14,
1421,网骗的自我修养丨自拍P图教程,71000,328000,7199,2048,1,0,0,0,14,
1422,外贸尾单店铺踩雷总结！再便宜都别买的淘宝服饰店铺！（小部分种草推荐）,71000,21000,974,1636,2,2,0,0,34,
1423,【大陈】四款最近比较火的专柜粉底液合集 |无磨皮滤镜超近镜头|夏季粉底液测评,71000,85000,1310,575,0,4,0,0,38,
1424,【圆子】小圆脸也可以御炸天哦！一个AA的妆教 努力突破原有风格,71000,264000,5478,1332,2,3,0,0,31,
1425,【老兔】b站首测！稚优泉新品仙女棒唇釉全套试色！春夏必备的玻璃唇！学生党福音！,71000,73000,1110,1140,0,6,0,0,39,
1426,如何从面筋哥改造成欧美型男？一天之内体验了刺青、烫头、染发,71000,35000,3026,274,0,1,0,1,29,
1427,山寺大大|美白视频|没有最白只有更白,71000,194000,1720,1903,1,2,0,0,18,
1428,【9支爆款睫毛膏测评】呕！心！沥！血！的一期视频,71000,95000,2241,1982,0,6,1,0,24,['9支爆款']
1429,库 | 干货之改变眼型！内双无神下垂眼变成上挑攻气眼型,71000,21000,1440,3803,1,2,0,0,27,
1430,憋气30秒冷水定妆居然真的有用？！作为专业彩妆师，我只想说…,71000,322000,4029,235,2,2,1,1,30,['30秒']
1431,JIN『近期爱用，雷品分享+热门口红开箱试色』,71000,346000,4370,648,0,0,0,0,23,
1432,和男友晚间护肤，全程高甜！玩憋笑挑战流超多水,71000,172000,4271,897,1,1,0,0,22,
1433,不只是有国货的屈臣氏，那些你未曾发现的好物高端大气上档次,71000,344000,1886,315,0,0,0,0,28,
1434,【爆爆の试戴】把玫瑰花戴进眼里/直男审美捉急/试戴直男送的玫瑰美瞳,71000,183,523,138,0,2,0,0,33,
1435,【兔爹】被心相印包裹的一天+附带风评超好的粉底实测vlog,71000,613000,2044,286,1,2,0,0,29,
1436,【生肉】Night routine原頂級女公關退役後的夜間流程分享,71000,4067,609,1178,1,2,0,0,33,
1437,【默小宝】夏日底妆神器？M.A.C STUDIO FIX定制无瑕粉底液一天实测！feat. M.A.C,71000,384000,1714,877,1,4,0,1,51,
1438,轻欧美妆 | 夏日水蜜桃约会妆容教程 【Alina】,71000,374000,2717,1217,0,3,0,0,26,
1439,【国货开箱指南】被一万块钱砸中的直男好物体验官开箱,71000,236000,3674,1510,0,2,0,0,25,
1440,【素人改造】肿内双短下巴圆鼻头小圆脸怎么化妆|夏日可爱雀斑妆轻松变成人间太妃糖|杏棕色焦糖感氛围妆容,71000,78000,1275,1161,2,4,0,1,50,
1441,【May】高允真灵感妆容 | 韩系伪素颜写真妆,71000,166000,2001,1712,1,3,0,0,23,
1442,【柒叶】女版教父 英气清透的气质妆容,71000,527000,9623,2794,0,2,0,0,18,
1443,【柒叶】破碎复古陶瓷妆 病娇奶甜教程,71000,527000,7615,1691,1,2,0,0,18,
1444,"零失误剪刘海大法！5分钟搞定,超实用~拿出双手└(′▽`)╯开剪！！！",70000,4983,1312,1577,3,5,1,0,35,['5分钟']
1445,【杏仁眼Miu】“国货崛起”还是“国货不行”？！这30年我们丢掉的民族自信心和民族认同感！ft.“柠檬精开会”正式发售,70000,246000,4131,2324,2,5,1,1,59,['30年']
1446,泫雅性感显白红裙妆,70000,614000,2850,1412,0,0,0,0,9,
1447,【簌簌】六款巨简单汉服发型教程合集 无发包｜故人叹,70000,82000,3483,7812,0,2,0,0,25,
1448,这些东西有点不错？7月的购物分享合集～,70000,189000,1951,761,1,2,1,1,19,['7月']
1449,5月爱用品 美妆／时尚／音乐／美剧 好物分享 推荐 | ANNBITION,70000,431000,1683,424,2,1,1,0,37,['5月']
1450,|红地球粉底液|瑕疵干皮11小时持妆测评|痘肌救星？我呸！,70000,15000,241,36,2,5,1,1,29,['11小时']
1451,【败败】跟着巨星党妹化清纯JK妆，老阿姨会成为日本女高中生么？学会鬼才党妹神仙换头术让我30变13！！！,70000,8640,1473,363,2,6,2,1,52,"['30变', '13！']"
1452,Hello Catie|【Youtube】竟然用完60样!! 睽違近一年的空空赏來啦～,70000,46000,860,698,1,6,1,0,43,['60样']
1453,【短发汉服发型教程】不想编发不想用发片的懒癌专用发型！,70000,314000,4064,2510,0,3,0,0,27,
1454,【柒叶】腹黑萌又A的双马尾小野马妆,70000,527000,6241,1415,0,2,0,0,17,
1455,【毛蛋】闪耀缤纷盛夏妆！,70000,1017000,2903,317,0,3,0,0,12,
1456,【阿九の挖草机】  军训怎么选择防晒 |  如何正确使用防晒  |  油皮不脱妆又适合学生党的气垫有哪些？,70000,352000,6102,1385,2,5,0,1,53,
1457,【童子】李佳琦盘点的2019年中平价口红，谁是第一？！,70000,30000,592,995,0,4,1,1,27,['2019年']
1458,【鸭鸭】新品尝鲜|猩红伏特加or肉桂红酒？完美日记小酒管H11/H13|热门口红试色|学生党,70000,21000,1242,877,1,6,0,1,46,
1459,【鹰源】肝货！超修脸！coser 必学假发修剪教程！保姆出没！听不懂的来私信！,70000,18000,4057,6631,2,7,0,0,39,
1460,「乔妹温柔烟熏妆」［@仇仇－qiuqiu］,70000,614000,2655,1177,1,1,0,0,21,
1461,【PONY新妆】可甜可酷 | 时尚橘子汽水线条妆,70000,792000,1871,732,0,3,0,0,24,
1462,定妆|去黑头|衣服|这些爆火的产品，风头过后谁是真好用？！,70000,212000,1528,701,0,5,0,1,29,
1463,轻松搞定复古卷发，懒人必备不伤发，你也可以像麦瑟尔夫人一样优雅起来？,70000,27000,3547,4151,3,1,0,1,34,
1464,妆容分享♡夏日清透花花妆容,70000,375000,2082,1322,0,0,0,0,13,
1465,【Jeffreestar】熟肉|破次元壁了|J姐犀利吐槽Gaga的hauslabs预售行为,70000,2014,411,186,1,4,0,0,45,
1466,【易烫】质感 颜值 设计感 妆效样样能打的国货特辑！,70000,803000,2467,1008,0,3,0,0,26,
1467,【圆子】“你愿意为我而死吗？”“我愿意。”❤,70000,264000,6963,1768,2,3,0,1,22,
1468,【白哥】纯干货！三招教你打造完美假双！改变眼型坐拥三千张脸！,70000,9552,5059,12000,1,5,0,0,30,
1469,GRWM丨拿下心仪Offer没那么难，毕业季面试攻略 &amp; 妆容重点【Tree吴Tree吴】,70000,107000,2725,435,1,3,0,0,49,
1470,【大野】无废话试色：GIRLCULT山海系列惊怪眼影盘,70000,129000,4582,2266,1,2,0,0,27,
1471,【MARIO】金卡戴珊的化妆师是如何得到这份工作并开始自己的事业,70000,3927,84,204,0,2,0,1,32,
1472,【卡卡会发光】——那些让作为一个少女的我欲罢不能的东西,69000,313000,3260,577,1,2,0,0,27,
1473,【解惑】问发色的请进,69000,225000,4632,240,0,2,0,0,10,
1474,GRWM |新入品化一个栗子妆,69000,225000,3189,1131,0,1,0,0,15,
1475,【Jeffree Star】J姐日常？与J姐夫的甜蜜暴击还要几万遍才肯罢休……,69000,507,328,262,1,3,0,1,39,
1476,短发日系编发|学会它你就是花火晚会中最夺目的靓妹！！！！,69000,314000,3997,4889,1,5,0,0,28,
1477,单眼皮也可以美美的约会|单眼皮约会妆|单眼皮妆容|肿泡眼妆容,69000,62000,1466,1551,0,3,0,0,30,
1478,梦幻瑞典小众oden’s eye星月盘测评～太仙了！！！,69000,189000,2084,1159,0,4,0,0,28,
1479,兰蔻196 爱你三千遍,69000,65000,474,124,0,0,1,0,11,['196爱']
1480,「落日女神音乐节妆」［@仇仇－qiuqiu］,69000,614000,3671,1894,0,1,0,0,22,
1481,你真的会遮雀斑吗？夏日无暇超长待机底妆|5小时实测|遮斑大法Oriii皓皓,69000,72000,1371,1483,0,3,1,1,37,['5小时']
1482,古风男妆不会？看这里！包教包会 | 邪魅攻| 霸气攻|温润男cos万用妆|妖妖说,69000,137000,5437,9168,1,6,0,1,40,
1483,【May】您的618购物清单已出！请注意查收！,69000,166000,1062,301,1,4,1,0,23,['618购物']
1484,雪莉大s同款少女感 | 夏日轻盈减负妆,69000,239000,2218,2409,0,1,0,0,19,
1485,今天也要做一个精致的猪肉男孩,69000,402000,1865,237,1,0,0,0,14,
1486,最吸引男生的口红：男生眼里最性感的6个色号，哪个适合你？,69000,185000,3001,623,2,1,1,1,28,['6个色']
1487,暑期可以干点啥 懒兰帮你来支招,69000,194000,2400,480,0,0,0,0,15,
1488,【大猫VLOG】过生日、英语、幼儿园面试、眼睛手术、周末遛娃、夏季鞋子、好吃的…,69000,100000,1186,120,1,2,0,0,40,
1489,【Ashes】完美日记探险家四盘眼影教程,69000,23000,1587,3576,1,2,0,0,20,
1490,英文双字GRWM丨减龄妆容技巧分享,69000,236000,4192,1860,1,0,0,0,17,
1491,【MissDarcei】黑人小姐姐跟着Tiffany学化韩国明星妆容，竟然有一丝丝可爱？,69000,51,839,378,2,3,0,1,44,
1492,哇！原来影视作品中的“伤疤”是这样化出来的？,69000,229000,4403,4399,1,2,0,1,22,
1493,【试用反馈】搓澡刷？按摩仪？中药泡脚包！巨爽无比！哪个才是沙雕真爱【陈恰饭】,69000,280000,6603,1154,1,8,0,1,38,
1494,直面我的美妆黑历史！今天来一雪前耻！！【TreeTree吴】,69000,107000,3817,526,0,5,0,0,30,
1495,翻拍小时代：顾里撕逼名场面！内附变装过程,68000,19000,2278,1315,0,1,0,0,20,
1496,【小周日常｜超显白冷棕发色竟然四十元可得！】,68000,12000,984,979,1,3,0,0,22,
1497,放假一天怎么玩？和朋友在一起的我，竟然是这个样子？！| 大果子,68000,571000,3411,351,1,4,0,1,31,
1498,壕无人性！In哥的20万购物开箱来袭！你绝对没见过的限量版礼盒都在这里！！,68000,92000,4387,843,1,4,1,0,37,['20万']
1499,GRWM+怎么看出他并没有那么喜欢你,68000,146000,4525,1577,2,0,0,1,18,
1500,【花木兰仿妆】迪士尼的妆究竟化对了吗？刘亦菲妆容全解析,68000,93000,2020,410,0,3,0,1,27,
1501,GRWM 读评论 克服自卑/应对恶评/求学经验分享/猫咪 | 大果子,68000,571000,4622,958,3,1,0,0,34,
1502,专业化妆师上脸实测croxx彩妆系列！不是说我短么？掏个长的给你们看看！,68000,49000,1911,391,1,3,0,1,36,
1503,追星现场实录 | 李现就坐我旁边啊啊！！我太幸福了,68000,33000,2809,738,4,3,0,0,25,
1504,【PONY分享】适合所有人的酒红色眼妆,68000,792000,1218,594,1,2,0,0,19,
1505,男生应当注意的10种发型打理误区,68000,40000,702,1266,1,0,1,0,16,['10种']
1506,【爱普罗西】我跟教练的那些事|grwm|边化妆边聊天我的蠢萌教练,68000,211000,4002,1017,0,4,0,0,32,
1507,【梁巨大】冰水闷气30s？持妆12h无问题？测试巨火的定妆大法！,68000,91000,2910,322,2,5,0,1,32,
1508,◆袖袖◆ 新手必看 万能眼影公式,68000,176000,2858,3236,2,0,0,0,16,
1509,【日常瞎化妆-换装小游戏-奇迹yuki】高考完啦！！vlog-我的暑假,68000,185000,2965,1045,1,7,0,0,35,
1510,拯救脸型的发型分享！方圆脸的福音！日常羊毛卷！拯救发型尴尬期！,68000,10000,857,1968,1,4,0,0,31,
1511,超级灵气的牛油果&amp;樱桃配色，水嫩女孩本孩 「罐儿」,68000,148000,3537,2377,1,1,0,0,29,
1512,眼霜世纪误区及疑问-用过不少贵价眼霜依然爱平价的它-甜甜Ananas,68000,492000,1414,649,1,2,0,0,34,
1513,【阿花姐】拥有300瓶香水是什么体验？ 分享 | 安利 | 闲聊 | 香水博主的自觉,68000,13000,2738,2124,1,6,1,1,42,['300瓶']
1514,JIN『黄皮可素颜可，巧妙解决闲置的冬季口红，降温式口红叠图技巧』,68000,346000,4701,1167,3,0,0,0,33,
1515,【倩哥】无广！国货新品测评！你们想看的我全都有！,68000,142000,2796,1389,0,5,0,0,24,
1516,【圆子】带着千寻补上童年电影票看首映、拍正片！一个差不多能用的妆教,68000,264000,4472,1046,0,3,0,0,33,
1517,【自制中字】jeffree star 看看J姐的土豪铂金包里都有什么？【熟肉】爆笑,68000,5367,1057,541,0,5,0,1,41,
1518,Together with keira—跟我去针清,68000,97000,1011,271,0,0,0,0,25,
1519,不用编发！手残1分钟就能扎好的夏日不怕热一周发型 细软扁塌发质蓬松小心机,68000,185000,2897,5881,1,1,1,0,36,['1分钟']
1520,【老八】超强变脸术 短发汉服飒气妆容教程,68000,328000,7124,1921,0,2,0,0,20,
1521,【邱婆儿】夏日橘橘blingbling亮片妆 | 踩点狂魔 | Sweet talk | 佛系少女,67000,88000,1473,1670,0,5,0,0,49,
1522,【Anna阿姨护肤Routine#7】夏天夜间 一起洗脸护肤 | 雅萌射频美容仪体验 | 精简使用产品 | 每天面膜2年了,67000,180000,2050,462,0,6,2,0,61,"['7】', '2年']"
1523,色彩的意义 | 关于彩虹的7个创意妆容,67000,236000,10000,5685,0,1,1,0,19,['7个']
1524,学生党！军训美白大法！,67000,148000,5505,3847,0,2,0,0,11,
1525,【闺蜜化妆】不会化妆的闺蜜给我化妆是一种什么体验,67000,373000,2655,373,1,2,0,0,24,
1526,【圆子】荣辱浮沉，我来渡你。A爆上海滩的民国妆 明学家的拍摄花絮,67000,264000,6391,1491,0,2,0,0,32,
1527,quick makeup16# 翻车的十八铜人妆-带有一点点我个人style的欧美快剪辑化妆视频（开美颜了）,67000,34000,2881,332,1,2,0,0,54,
1528,我最喜欢的口红分享,67000,210000,2367,649,1,0,0,0,9,
1529,边测评边聊聊为什么不再当美妆博主,67000,11000,2668,438,0,0,0,1,16,
1530,「提升气质的习惯和细节」内在外在双修养 你就是今夏最有气质的Girl!,67000,30000,1965,5398,2,1,0,0,35,
1531,【吉阿星】夏日限定／泰国蒂芙尼秀站街妆容分享／,67000,382000,4903,1149,1,2,0,0,23,
1532,首尔夏日的复古约会 兰蔻粉底持妆打卡 GRWM | Renasteps,67000,261000,1980,774,0,1,0,0,35,
1533,【草匠】如何做到“就算你讨厌我，也无所谓”？,67000,226000,6885,3516,1,3,0,1,22,
1534,和姐们一起化·合照杀手妆· | GRWM &amp; MY BESTIE | Eva Lallas,67000,13000,856,921,0,3,0,0,49,
1535,真人实测！黄皮染什么发色最显白？,67000,35,209,203,0,2,0,1,16,
1536,【圆子】黄头发的兔叽妹妹？教你画偷心盗贼妆～干货满满超简单,67000,264000,5193,1184,2,4,0,1,29,
1537,从互联网大厂辞职，从0开始做自媒体还遭遇网络暴力，朋友都说我疯了？,67000,185000,2278,1579,3,1,1,1,33,['0开始']
1538,羞耻黑历史！五年化妆经验，跟着自己第一个视频学习化妆，强迫看自己早期的黑历史视频,67000,257000,1748,186,4,1,0,0,40,
1539,【爱普罗西】从偏执健身到暴食催吐，从放弃自我发胖到重拾锻炼的经历|GRWM|边聊天边化妆跟你们分享我的故事,67000,211000,3330,882,5,4,0,0,53,
1540,【兔爹】东京暴买！吉卜力美术馆～宝可梦中心～战利品,67000,613000,3350,554,0,5,0,0,25,
1541,一个染了闷青与蓝黑的大学生的血泪史！,67000,144,84,37,0,1,0,0,18,
1542,八丨梳最高的髻，做最靓的新娘 - 古风发型教程,67000,328000,8679,2349,1,1,0,0,23,
1543,小水Baifern仿妆|泰剧《吹落的树叶》平彩娜|Ruby幼熙,67000,233000,8302,4435,0,2,0,0,31,
1544,【倩哥】20斤的国外眼影盘合集！血泪总结！,67000,142000,1902,993,0,4,1,0,21,['20斤']
1545,【桃子大师姐】黑黄皮口红试色丨稚优泉CHIOTURE半哑光小精灵唇膏无滤镜试色,67000,9306,1946,1040,0,2,0,0,39,
1546,外油内干？我找到了最好用的保湿品丨我的烂脸终于好了！ft. Dr. Jart+蒂佳婷,67000,236000,936,637,1,2,0,1,42,
1547,Macc 25周年限定,67000,27000,406,355,1,0,0,0,11,
1548,[陈哈哈]❤发量惊人的手残发型 | 元气少女包教包会 | 15款日常发型分享,67000,44000,3174,4859,2,2,1,0,38,['15款']
1549,琥珀威士忌妆容,67000,614000,2415,1230,0,0,0,0,7,
1550,【小兔】爆款奇葩神器真的好用吗//丰唇卷发一秒白牙,67000,409000,3786,1142,0,2,0,1,25,
1551,【圆子】我们去找点真正的乐子吧~超有富贵气息 超A的一期妆教！,67000,264000,5428,1462,4,4,0,0,31,
1552,高额头还在剪锅盖头？换上这款小露额发型，清爽又帅气,67000,52000,221,153,0,1,0,1,25,
1553,「脱光你的毛」小伙终于脱了攒了一年的腿毛/光溜溜的美好触感,67000,76000,1126,967,1,0,0,0,29,
1554,铁一WENDYZ｜夏日毛人进化脱毛经验干货分享 不花冤枉钱斩草除根,67000,312000,9238,4195,1,0,0,0,33,
1555,GRWM+我的情史大公开,67000,146000,4619,705,1,0,0,0,12,
1556,跟着Red velvet化妆师来画个Irene裴珠泫妆容吧|适用超广的清淡韩系妆容,67000,239000,1906,1747,1,1,0,0,41,
1557,【战斗鸡上线】回怼恶毒评论，你是什么货色我就什么脸色，全程高能慎点,67000,110000,9667,2227,2,2,0,0,33,
1558,【初投稿】血洗全网｜绝美平价romand试色｜丝绒唇釉06&amp;08｜唇膏｜腮红02&amp;03｜不允许没有拥有系列｜无滤镜无美颜,67000,1104,1216,1261,2,4,2,0,68,"['06&', '02&']"
1559,玫瑰豆沙配奶茶！！温柔乡好吗？？完美日记反重力唇釉G03 G12无滤镜试色测评,67000,42000,551,561,1,4,0,1,39,
1560,（我的百变之美）包括了，中国风，复古风，芭比风，淡妆风，夸张风，造型预告片,67000,30000,3804,543,1,0,0,0,37,
1561,【爱普罗西】三抽屉底妆产品！全部！断！舍！离！,67000,211000,4524,1227,0,7,0,0,23,
1562,【博妞】给好朋友试新娘妆送她出嫁！色彩地带小磁瓶12h持妆测评,67000,339000,2356,260,0,3,0,0,31,
