0,title,view,follows,likes,collects,senti_result,punc_result,num_of_numbers,is_question,total_char,num_phrase
208,最 强 之 男♂，我见过最强的男人,1599000,365.0,9508.0,5350.0,0,0,0,0,17,
209,当快手社会仔遇到军训,1595000,122.0,6529.0,1834.0,0,0,0,0,10,
210,"市民报警称遇狼,民警全副武装到场:这不狗吗",1594000,75000.0,52000.0,7861.0,0,0,0,1,21,
211,按F进入坦克斗鱼声优女主播PKBUG不小心露脸，榜一把牌子都删了,1591000,303.0,4982.0,2446.0,1,0,0,0,32,
212,娶了个洋媳妇，没想到智商像个三岁孩子，后悔都来不及了,1591000,3965.0,3331.0,1363.0,1,0,0,0,26,
213,明天来财务处结一下工资,1585000,224.0,29000.0,22000.0,0,0,0,0,11,
214,【坤坤生贺】黑粉勿进 坤坤生日快乐！,1578000,7391.0,126000.0,30000.0,1,3,0,0,18,
215,千*10000不要跟声优斗表情包，否则你将毫无胜算【19】,1565000,628000.0,105000.0,27000.0,2,3,2,0,29,"['10000不要', '19】']"
216,【互动视频】在杰难逃？阿伟的命运由你掌控！,1564000,324000.0,76000.0,55000.0,0,4,0,1,21,
217,动手办的熊孩子的下场！,1562000,806.0,35000.0,11000.0,1,1,0,0,11,
218,黄晓明早期作品【闹太套】,1561000,6932.0,57000.0,19000.0,0,2,0,0,12,
219,听到台湾专家说大陆人吃不起榨菜，韩国主持人都笑了,1556000,1112.0,16000.0,3992.0,1,0,0,0,24,
220,【原创翻译】仿妆Taylor Swift去星巴克麦当劳福乐鸡点餐[原创中字],1554000,9681.0,39000.0,19000.0,0,2,0,0,38,
221,吉尼斯：以后禁止中国的东西进来！！,1515000,393.0,34000.0,6488.0,2,2,0,0,17,
222,自己做了一根荧光棒,1513000,185000.0,77000.0,27000.0,0,0,0,0,9,
223,德 玛 西 亚 之 翼,1510000,191.0,11000.0,11000.0,0,0,0,0,11,
224,当美人鱼名场面遇上名场面之后,1504000,3600.0,115000.0,28000.0,0,0,0,0,14,
225,乔碧萝殿下11分钟高能版本,1504000,511.0,11000.0,5752.0,0,0,1,0,13,['11分钟']
226,up主冒死揭秘抖音快手土味街拍尬演现场！3000W粉丝的网红拍一条视频能赚多少钱？,1495000,41000.0,105000.0,23000.0,0,2,0,1,41,
227,欧阳夏丹：宵夜，吃点榨菜,1493000,5836000.0,84000.0,6248.0,0,0,0,0,12,
